"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","R","S","Chain","Dataset","Ontology","Model","Cluster_plt"
"859","K25
(7)","GO:0044839","cell cycle G2/M phase transition",0.428571428571429,"13/549",0.000345301256087434,0.0220129550755739,0.0181737503203913,"856559/853252/853760",3,"K25 (7)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",25
"860","K31
(15)","GO:0007010","cytoskeleton organization",0.666666666666667,"68/549",8.26073779154419e-07,0.000140898528087303,0.000121992258915179,"852099/852787/851957/850639/853041/854555/856458/856577/855555/852249",10,"K31 (15)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",31
"861","K31
(15)","GO:0000278","mitotic cell cycle",0.866666666666667,"142/549",9.61764696841659e-07,0.000140898528087303,0.000121992258915179,"852099/853100/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/852249",13,"K31 (15)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",31
"862","K31
(15)","GO:1903047","mitotic cell cycle process",0.8,"135/549",7.44044070266239e-06,0.000630289298791227,0.000545714823095691,"852099/853100/852787/855636/854249/851957/850639/853041/854555/856458/856577/852249",12,"K31 (15)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",31
"863","K31
(15)","GO:1902850","microtubule cytoskeleton organization involved in mitosis",0.4,"23/549",1.06791713889571e-05,0.000630289298791227,0.000545714823095691,"852099/851957/853041/854555/856577/852249",6,"K31 (15)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",31
"864","K31
(15)","GO:0007049","cell cycle",0.933333333333333,"210/549",1.07557900817616e-05,0.000630289298791227,0.000545714823095691,"852099/853100/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/855555/852249",14,"K31 (15)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",31
"865","K32
(8)","GO:0006333","chromatin assembly or disassembly",1,"34/549",9.33723280336143e-11,1.56865511096472e-08,6.97835293724907e-09,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"866","K32
(8)","GO:0006325","chromatin organization",1,"58/549",9.85755763135522e-09,8.28034841033838e-07,3.68361364119063e-07,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"867","K32
(8)","GO:0034293","sexual sporulation",0.5,"11/549",5.9199558806725e-06,0.000248638146988245,0.000110609701980986,"855701/852295/855700/852294",4,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"868","K32
(8)","GO:0043935","sexual sporulation resulting in formation of a cellular spore",0.5,"11/549",5.9199558806725e-06,0.000248638146988245,0.000110609701980986,"855701/852295/855700/852294",4,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"869","K32
(8)","GO:0051276","chromosome organization",1,"137/549",1.28531883715739e-05,0.000423348250103479,0.000188331615020971,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"870","K32
(8)","GO:0006281","DNA repair",0.625,"72/549",0.00138827357300958,0.010601361830255,0.00471614467386031,"851811/852295/851810/855700/852283",5,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"871","K32
(8)","GO:0006974","cellular response to DNA damage stimulus",0.625,"81/549",0.00242756478980441,0.0135943628229047,0.00604761754653028,"851811/852295/851810/855700/852283",5,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"872","K32
(8)","GO:0034645","cellular macromolecule biosynthetic process",0.75,"156/549",0.00801830389973351,0.0260816383116646,0.0116027338353896,"851811/852295/851810/855700/852283/852294",6,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"873","K32
(8)","GO:0009059","macromolecule biosynthetic process",0.75,"160/549",0.00920372076744738,0.028113183435112,0.0125064913777754,"851811/852295/851810/855700/852283/852294",6,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"874","K32
(8)","GO:0033554","cellular response to stress",0.625,"110/549",0.00994775463700886,0.0298432639110266,0.0132761387072863,"851811/852295/851810/855700/852283",5,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"875","K32
(8)","GO:0006950","response to stress",0.625,"121/549",0.0152151950191013,0.0374404815950746,0.0166558533411673,"851811/852295/851810/855700/852283",5,"K32 (8)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",32
"876","K47
(19)","GO:0042254","ribosome biogenesis",0.736842105263158,"22/549",1.58015220084099e-18,2.25961764720261e-16,1.92944900313216e-16,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851403/851656",14,"K47 (19)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",47
"877","K47
(19)","GO:0022613","ribonucleoprotein complex biogenesis",0.736842105263158,"23/549",4.00245377854702e-18,2.86175445166112e-16,2.44360335953397e-16,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851403/851656",14,"K47 (19)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",47
"878","K47
(19)","GO:0006364","rRNA processing",0.631578947368421,"17/549",2.11616676393381e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",47
"879","K47
(19)","GO:0016072","rRNA metabolic process",0.631578947368421,"17/549",2.11616676393381e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",47
"880","K47
(19)","GO:0034470","ncRNA processing",0.684210526315789,"22/549",2.14338974109356e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853996/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",13,"K47 (19)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",47
"881","K52
(16)","GO:0051049","regulation of transport",0.25,"11/549",0.000141615455456188,0.0378113266068023,0.0313044691008417,"855418/853361/853406/854183",4,"K52 (16)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",52
"882","K53
(5)","GO:0042254","ribosome biogenesis",0.6,"22/549",0.000532556040481852,0.0393911190592988,0.0385714752110637,"851240/850551/855613",3,"K53 (5)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",53
"883","K53
(5)","GO:0022613","ribonucleoprotein complex biogenesis",0.6,"23/549",0.000610715024175175,0.0393911190592988,0.0385714752110637,"851240/850551/855613",3,"K53 (5)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",53
"884","K54
(9)","GO:0080090","regulation of primary metabolic process",0.777777777777778,"125/549",0.000655752157726838,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/853650/853244/850979",7,"K54 (9)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",54
"885","K54
(9)","GO:0065007","biological regulation",1,"254/549",0.000898932209478945,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/851440/853650/852343/853244/850979",9,"K54 (9)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",54
"886","K54
(9)","GO:0031323","regulation of cellular metabolic process",0.777777777777778,"134/549",0.00104112841329692,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/853650/853244/850979",7,"K54 (9)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",54
"887","K54
(9)","GO:0060255","regulation of macromolecule metabolic process",0.777777777777778,"134/549",0.00104112841329692,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/853650/853244/850979",7,"K54 (9)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",54
"888","K54
(9)","GO:0019222","regulation of metabolic process",0.777777777777778,"138/549",0.00126446985103387,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/853650/853244/850979",7,"K54 (9)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",54
"889","K54
(9)","GO:0006325","chromatin organization",0.444444444444444,"58/549",0.00946620890597699,0.04780698552781,0.0338953398914008,"852501/850980/853650/853244",4,"K54 (9)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",54
"890","K54
(9)","GO:0000727","double-strand break repair via break-induced replication",0.222222222222222,"10/549",0.0100552845732521,0.04780698552781,0.0338953398914008,"852501/850980",2,"K54 (9)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",54
"891","K55
(6)","GO:0000727","double-strand break repair via break-induced replication",0.5,"10/549",8.50009159700186e-05,0.00767395731458311,0.00673154150402028,"852673/852258/856680",3,"K55 (6)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",55
"892","K55
(6)","GO:0000724","double-strand break repair via homologous recombination",0.666666666666667,"29/549",8.83035755695533e-05,0.00767395731458311,0.00673154150402028,"852673/852258/851772/856680",4,"K55 (6)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",55
"893","K55
(6)","GO:0000725","recombinational repair",0.666666666666667,"31/549",0.000116272080523987,0.00767395731458311,0.00673154150402028,"852673/852258/851772/856680",4,"K55 (6)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",55
"894","K55
(6)","GO:0006271","DNA strand elongation involved in DNA replication",0.5,"13/549",0.000200067530961327,0.00990334278258569,0.00868714279174183,"852673/852258/856680",3,"K55 (6)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",55
"895","K55
(6)","GO:0022616","DNA strand elongation",0.5,"16/549",0.000386854147535246,0.0135076811722918,0.0118488431335893,"852673/852258/856680",3,"K55 (6)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",55
"896","K55
(6)","GO:0006302","double-strand break repair",0.666666666666667,"43/549",0.000439483036256282,0.0135076811722918,0.0118488431335893,"852673/852258/851772/856680",4,"K55 (6)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",55
"897","K55
(6)","GO:0050896","response to stimulus",1,"163/549",0.000641467141460006,0.0135076811722918,0.0118488431335893,"852673/853671/852258/851772/856394/856680",6,"K55 (6)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",55
"898","K55
(6)","GO:0006281","DNA repair",0.666666666666667,"72/549",0.00334125166676146,0.0472548450013406,0.0414516184222286,"852673/852258/851772/856680",4,"K55 (6)","Consensus clustering",501,1000,NA,"Timecourse","BP","CC(501,1000)",55
"899","K3
(12)","GO:0032787","monocarboxylic acid metabolic process",0.583333333333333,"14/549",8.94588576861862e-10,1.87863601140991e-07,1.77034371000032e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",3
"900","K3
(12)","GO:0019752","carboxylic acid metabolic process",0.583333333333333,"19/549",1.26055222536154e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",3
"901","K3
(12)","GO:0006082","organic acid metabolic process",0.583333333333333,"20/549",1.92336875100776e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",3
"902","K3
(12)","GO:0043436","oxoacid metabolic process",0.583333333333333,"20/549",1.92336875100776e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",3
"903","K3
(12)","GO:0006091","generation of precursor metabolites and energy",0.5,"12/549",2.17902679819912e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/856314/850317/850614/856044",6,"K3 (12)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",3
"904","K7
(5)","GO:0045229","external encapsulating structure organization",0.6,"38/549",0.00278736278953439,0.0237475219561045,0.0184191306030728,"853693/855562/856893",3,"K7 (5)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",7
"905","K7
(5)","GO:0071555","cell wall organization",0.6,"38/549",0.00278736278953439,0.0237475219561045,0.0184191306030728,"853693/855562/856893",3,"K7 (5)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",7
"906","K7
(5)","GO:0071554","cell wall organization or biogenesis",0.6,"42/549",0.00374960872991124,0.0237475219561045,0.0184191306030728,"853693/855562/856893",3,"K7 (5)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",7
"907","K10
(21)","GO:0007064","mitotic sister chromatid cohesion",0.285714285714286,"22/549",7.43422459904361e-05,0.019775037433456,0.0186246889954987,"850584/854315/853371/855459/850297/850540",6,"K10 (21)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",10
"908","K10
(21)","GO:0007062","sister chromatid cohesion",0.285714285714286,"25/549",0.000163996304406288,0.0218115084860363,0.0205426949729981,"850584/854315/853371/855459/850297/850540",6,"K10 (21)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",10
"909","K10
(21)","GO:0006974","cellular response to DNA damage stimulus",0.476190476190476,"81/549",0.000257172763119354,0.0228026516632494,0.0214761816218969,"851399/850584/853752/855642/854315/850719/853371/855459/850297/850540",10,"K10 (21)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",10
"910","K10
(21)","GO:0006302","double-strand break repair",0.333333333333333,"43/549",0.000562731038333381,0.0299897684724105,0.0282452113036553,"850584/853752/854315/850719/853371/855459/850540",7,"K10 (21)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",10
"911","K10
(21)","GO:0006281","DNA repair",0.428571428571429,"72/549",0.000563717452488919,0.0299897684724105,0.0282452113036553,"850584/853752/855642/854315/850719/853371/855459/850297/850540",9,"K10 (21)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",10
"912","K14
(15)","GO:0016192","vesicle-mediated transport",0.4,"22/549",8.00950000004576e-06,0.000580844388670582,0.000446288427714623,"852129/851949/855458/854170/851055/852675",6,"K14 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",14
"913","K14
(15)","GO:0006810","transport",0.666666666666667,"86/549",8.47948012657783e-06,0.000580844388670582,0.000446288427714623,"851539/850490/852129/851949/855669/855458/854170/851462/851055/852675",10,"K14 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",14
"914","K14
(15)","GO:0051234","establishment of localization",0.666666666666667,"101/549",3.97259237279019e-05,0.00181415051690752,0.00139389206062814,"851539/850490/852129/851949/855669/855458/854170/851462/851055/852675",10,"K14 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",14
"915","K14
(15)","GO:0051179","localization",0.733333333333333,"138/549",9.57792154019319e-05,0.00328043812751617,0.00252050566847189,"851539/852751/850490/852129/851949/855669/855458/854170/851462/851055/852675",11,"K14 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",14
"916","K14
(15)","GO:0071705","nitrogen compound transport",0.4,"47/549",0.000795227066531649,0.0217892216229672,0.0167416224532979,"851539/852129/855669/855458/851462/852675",6,"K14 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",14
"917","K14
(15)","GO:0051049","regulation of transport",0.2,"11/549",0.00239603425318994,0.0273547243905851,0.0210178443262275,"855669/854170/851055",3,"K14 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",14
"918","K14
(15)","GO:0071702","organic substance transport",0.4,"59/549",0.00278017677270171,0.0292987859892411,0.0225115528153984,"851539/852129/855669/855458/851462/852675",6,"K14 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",14
"919","K16
(17)","GO:0006260","DNA replication",0.705882352941177,"51/549",5.00304876595371e-10,1.52592987361588e-07,1.11120346275393e-07,"853821/852245/855448/856305/851391/856237/851671/851266/850793/855621/855950/853747",12,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"920","K16
(17)","GO:0006261","DNA-dependent DNA replication",0.647058823529412,"47/549",4.76133449831332e-09,7.26103510992781e-07,5.28758725865321e-07,"853821/852245/855448/856305/851391/856237/851671/851266/850793/855621/855950",11,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"921","K16
(17)","GO:0034645","cellular macromolecule biosynthetic process",0.882352941176471,"156/549",2.96286472965726e-07,3.01224580848488e-05,2.1935595016059e-05,"853821/855217/852245/855448/856305/851391/856237/851671/853327/851266/850793/855621/854143/855950/853747",15,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"922","K16
(17)","GO:0009059","macromolecule biosynthetic process",0.882352941176471,"160/549",4.32804298601521e-07,3.3001327768366e-05,2.40320281591897e-05,"853821/855217/852245/855448/856305/851391/856237/851671/853327/851266/850793/855621/854143/855950/853747",15,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"923","K16
(17)","GO:0071897","DNA biosynthetic process",0.411764705882353,"24/549",1.772854353677e-06,0.000108144115574297,7.87520565528097e-05,"853821/852245/856305/851391/851266/855621/853747",7,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"924","K16
(17)","GO:0006281","DNA repair",0.588235294117647,"72/549",7.61296811361909e-06,0.000232195527465382,0.000169088028628803,"853821/855448/856305/851391/851671/851266/850793/855621/855950/853747",10,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"925","K16
(17)","GO:0006974","cellular response to DNA damage stimulus",0.588235294117647,"81/549",2.36660550455153e-05,0.000401008154937898,0.000292019743544077,"853821/855448/856305/851391/851671/851266/850793/855621/855950/853747",10,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"926","K16
(17)","GO:0006270","DNA replication initiation",0.294117647058824,"21/549",0.000228779730116976,0.00232592725618926,0.00169377273876077,"853821/852245/850793/855621/855950",5,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"927","K16
(17)","GO:0033260","nuclear DNA replication",0.235294117647059,"18/549",0.00148353723958976,0.00887213447205641,0.00646081233340432,"851391/856237/850793/855621",4,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"928","K16
(17)","GO:0044786","cell cycle DNA replication",0.235294117647059,"18/549",0.00148353723958976,0.00887213447205641,0.00646081233340432,"851391/856237/850793/855621",4,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"929","K16
(17)","GO:0007049","cell cycle",0.705882352941177,"210/549",0.00626710916104787,0.0307775608485741,0.0224126500053464,"855448/856305/851391/856237/851671/851266/850793/855621/854143/855950/852119/854786",12,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"930","K16
(17)","GO:0006302","double-strand break repair",0.294117647058824,"43/549",0.0071162938003012,0.0339135876420604,0.0246963485503874,"853821/851266/850793/855621/853747",5,"K16 (17)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",16
"931","K18
(20)","GO:0097502","mannosylation",0.25,"10/549",8.52170635039058e-06,0.00240312119081014,0.00217079256504686,"852845/856050/854499/852458/851464",5,"K18 (20)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",18
"932","K18
(20)","GO:0070085","glycosylation",0.25,"14/549",6.16554853294983e-05,0.00869342343145926,0.00785296181565189,"852845/856050/854499/852458/851464",5,"K18 (20)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",18
"933","K18
(20)","GO:1901135","carbohydrate derivative metabolic process",0.35,"37/549",0.000145386076788389,0.0108223851275475,0.00977610004056172,"852845/856050/852009/854499/853690/852458/851464",7,"K18 (20)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",18
"934","K18
(20)","GO:1901137","carbohydrate derivative biosynthetic process",0.3,"26/549",0.000153509008901382,0.0108223851275475,0.00977610004056172,"852845/856050/854499/853690/852458/851464",6,"K18 (20)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",18
"935","K18
(20)","GO:0042221","response to chemical",0.35,"47/549",0.000711441974627738,0.0382819695192276,0.0345809504429007,"853372/850429/851551/854499/853690/856664/851464",7,"K18 (20)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",18
"936","K28
(15)","GO:0007010","cytoskeleton organization",0.666666666666667,"68/549",8.26073779154419e-07,0.000140898528087303,0.000121992258915179,"852099/852787/851957/850639/853041/854555/856458/856577/855555/852249",10,"K28 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",28
"937","K28
(15)","GO:0000278","mitotic cell cycle",0.866666666666667,"142/549",9.61764696841659e-07,0.000140898528087303,0.000121992258915179,"852099/853100/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/852249",13,"K28 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",28
"938","K28
(15)","GO:1903047","mitotic cell cycle process",0.8,"135/549",7.44044070266239e-06,0.000630289298791227,0.000545714823095691,"852099/853100/852787/855636/854249/851957/850639/853041/854555/856458/856577/852249",12,"K28 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",28
"939","K28
(15)","GO:1902850","microtubule cytoskeleton organization involved in mitosis",0.4,"23/549",1.06791713889571e-05,0.000630289298791227,0.000545714823095691,"852099/851957/853041/854555/856577/852249",6,"K28 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",28
"940","K28
(15)","GO:0007049","cell cycle",0.933333333333333,"210/549",1.07557900817616e-05,0.000630289298791227,0.000545714823095691,"852099/853100/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/855555/852249",14,"K28 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",28
"941","K29
(15)","GO:0006333","chromatin assembly or disassembly",0.6,"34/549",1.73839072210688e-08,3.99829866084582e-06,2.43374701094963e-06,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K29 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",29
"942","K29
(15)","GO:0006325","chromatin organization",0.6,"58/549",2.73220262055158e-06,0.000178146351472938,0.000108436909592223,"855701/855976/852284/851811/852295/851810/855700/852283/852294",9,"K29 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",29
"943","K29
(15)","GO:0034293","sexual sporulation",0.333333333333333,"11/549",3.09819741692066e-06,0.000178146351472938,0.000108436909592223,"855701/852295/855700/852294/853766",5,"K29 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",29
"944","K29
(15)","GO:0043935","sexual sporulation resulting in formation of a cellular spore",0.333333333333333,"11/549",3.09819741692066e-06,0.000178146351472938,0.000108436909592223,"855701/852295/855700/852294/853766",5,"K29 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",29
"945","K29
(15)","GO:0030435","sporulation resulting in formation of a cellular spore",0.333333333333333,"14/549",1.28132169849591e-05,0.000491173317756766,0.00029897506298238,"855701/852295/855700/852294/853766",5,"K29 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",29
"946","K29
(15)","GO:0034645","cellular macromolecule biosynthetic process",0.666666666666667,"156/549",0.00203638624305256,0.0123351859323426,0.00750837404577373,"855976/851811/852295/851810/855700/852283/855743/852294/852062/855255",10,"K29 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",29
"947","K29
(15)","GO:0009059","macromolecule biosynthetic process",0.666666666666667,"160/549",0.00252803157546187,0.0135220293571216,0.00823080047824794,"855976/851811/852295/851810/855700/852283/855743/852294/852062/855255",10,"K29 (15)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",29
"948","K44
(19)","GO:0042254","ribosome biogenesis",0.736842105263158,"22/549",1.58015220084099e-18,2.25961764720261e-16,1.92944900313216e-16,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851403/851656",14,"K44 (19)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",44
"949","K44
(19)","GO:0022613","ribonucleoprotein complex biogenesis",0.736842105263158,"23/549",4.00245377854702e-18,2.86175445166112e-16,2.44360335953397e-16,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851403/851656",14,"K44 (19)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",44
"950","K44
(19)","GO:0006364","rRNA processing",0.631578947368421,"17/549",2.11616676393381e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K44 (19)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",44
"951","K44
(19)","GO:0016072","rRNA metabolic process",0.631578947368421,"17/549",2.11616676393381e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K44 (19)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",44
"952","K44
(19)","GO:0034470","ncRNA processing",0.684210526315789,"22/549",2.14338974109356e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853996/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",13,"K44 (19)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",44
"953","K48
(5)","GO:0042254","ribosome biogenesis",0.6,"22/549",0.000532556040481852,0.0393911190592988,0.0385714752110637,"851240/850551/855613",3,"K48 (5)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",48
"954","K48
(5)","GO:0022613","ribonucleoprotein complex biogenesis",0.6,"23/549",0.000610715024175175,0.0393911190592988,0.0385714752110637,"851240/850551/855613",3,"K48 (5)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",48
"955","K49
(16)","GO:0071702","organic substance transport",0.5,"59/549",7.27878445763556e-05,0.0110959523609404,0.0088731401988752,"854447/851211/855418/851417/853361/853406/855387/854183",8,"K49 (16)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",49
"956","K49
(16)","GO:0071705","nitrogen compound transport",0.4375,"47/549",0.000137300223892049,0.0110959523609404,0.0088731401988752,"854447/851211/855418/853361/853406/855387/854183",7,"K49 (16)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",49
"957","K49
(16)","GO:0051049","regulation of transport",0.25,"11/549",0.000141615455456188,0.0110959523609404,0.0088731401988752,"855418/853361/853406/854183",4,"K49 (16)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",49
"958","K49
(16)","GO:0006810","transport",0.5625,"86/549",0.000172030269161866,0.0110959523609404,0.0088731401988752,"853729/854447/851211/855418/851417/853361/853406/855387/854183",9,"K49 (16)","Consensus clustering",1001,100,NA,"Timecourse","BP","CC(1001,100)",49
